,id,segment_id,time_slot,visit_count
123,235,46,13096011600000000,6
124,238,57,13096011600000000,1
125,241,96,13096011600000000,1
126,243,48,13096357200000000,4
127,245,1,13096357200000000,2
128,247,41,13096357200000000,1
129,249,29,13096357200000000,1
130,253,5,13096357200000000,1
131,256,2,13096443600000000,15
132,257,1,13096443600000000,4
133,258,77,13096443600000000,5
134,259,48,13096443600000000,7
135,264,5,13096443600000000,4
136,267,29,13096443600000000,3
137,271,41,13096443600000000,1
138,273,48,13096530000000000,11
139,274,1,13096530000000000,1
140,275,41,13096530000000000,2
141,277,96,13096530000000000,1
142,278,46,13096530000000000,2
143,283,5,13096530000000000,10
144,286,48,13096616400000000,13
145,287,63,13096616400000000,1
146,288,1,13096616400000000,3
147,290,5,13096616400000000,1
148,294,41,13096616400000000,2
149,295,2,13096616400000000,10
150,297,48,13096702800000000,12
151,298,29,13096702800000000,1
152,299,41,13096702800000000,5
153,300,46,13096702800000000,3
154,301,113,13096702800000000,2
155,303,5,13096702800000000,3
156,304,46,13096875600000000,2
157,305,48,13096875600000000,2
158,306,41,13096875600000000,1
159,307,1,13096875600000000,1
160,309,1,13096962000000000,2
161,310,41,13096962000000000,3
162,311,5,13096962000000000,34
163,314,48,13096962000000000,5
164,316,46,13096962000000000,1
165,317,41,13097048400000000,1
166,318,2,13097048400000000,14
167,319,1,13097048400000000,3
168,320,48,13097048400000000,9
169,322,5,13097048400000000,1
170,324,51,13097048400000000,2
171,325,25,13097048400000000,1
172,327,48,13097134800000000,19
173,328,29,13097134800000000,4
174,329,1,13097134800000000,2
175,331,41,13097134800000000,3
176,333,5,13097134800000000,4
177,335,39,13097134800000000,5
178,336,46,13097134800000000,1
179,337,63,13097134800000000,1
180,338,46,13097221200000000,1
181,339,48,13097221200000000,17
182,341,34,13097221200000000,2
183,342,1,13097221200000000,5
184,343,2,13097221200000000,20
185,344,41,13097221200000000,5
186,345,119,13097221200000000,2
187,347,50,13097221200000000,2
188,348,29,13097221200000000,1
189,349,2,13097307600000000,10
190,350,121,13097307600000000,1
191,351,5,13097307600000000,3
192,352,48,13097307600000000,6
193,353,45,13097307600000000,1
194,354,29,13097394000000000,1
195,355,48,13097394000000000,1
196,356,1,13097480400000000,5
197,357,41,13097480400000000,6
198,358,48,13097480400000000,14
199,359,46,13097480400000000,4
200,363,119,13097480400000000,3
201,366,29,13097480400000000,1
202,369,63,13097480400000000,1
203,371,113,13097480400000000,2
204,372,121,13097566800000000,1
205,376,5,13097566800000000,3
206,378,119,13097566800000000,8
207,379,29,13097566800000000,3
208,380,48,13097566800000000,4
209,381,41,13097566800000000,1
210,382,1,13097566800000000,2
211,383,20,13097566800000000,1
212,385,128,13097566800000000,1
213,388,45,13097653200000000,1
214,389,121,13097653200000000,1
215,390,63,13097653200000000,1
216,391,1,13097653200000000,2
217,392,48,13097653200000000,9
218,395,46,13097653200000000,2
219,399,41,13097653200000000,1
220,400,48,13097739600000000,7
221,401,119,13097739600000000,7
222,402,1,13097739600000000,2
223,404,2,13097739600000000,7
224,405,41,13097739600000000,7
225,406,121,13097739600000000,1
226,409,48,13097826000000000,4
227,410,45,13097826000000000,4
228,411,121,13097826000000000,1
229,412,1,13097826000000000,2
230,414,46,13097826000000000,3
231,415,135,13097826000000000,2
232,417,2,13097826000000000,1
233,418,20,13097826000000000,1
234,419,5,13097826000000000,32
235,429,128,13097826000000000,1
236,431,146,13097826000000000,1
237,432,77,13097826000000000,1
238,433,147,13097912400000000,2
239,435,48,13097912400000000,4
240,436,1,13097912400000000,4
241,437,41,13097912400000000,1
242,440,2,13097912400000000,5
243,441,45,13097912400000000,1
244,442,1,13098171600000000,2
245,443,50,13098171600000000,3
246,445,20,13098171600000000,1
